text,comment_id,annotator_id,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hatespeech,vote_distributions,rater_method,rater_type
That fat ball-less guy should have stayed the Asian dude for support. Literally Mark Corrigan,19942,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,1,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 3, ""3"": 1, ""2"": 1}, ""humiliate"": {""3"": 3, ""4"": 2}, ""status"": {""4"": 2, ""3"": 3}, ""dehumanize"": {""0"": 3, ""1"": 2}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""3"": 2, ""4"": 3}, ""hatespeech"": {""2"": 2, ""0"": 2, ""1"": 1}}",LLM_majority,LLM
"It's generally best to not directly ask someone if they're queer anywhere, but showing support for the equality movement and letting them know you're an accepting person and an ally would probably be very appreciated.",13740,deepseek-v4-flash_modu_no_slur,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""1"": 5}, ""respect"": {""0"": 3, ""1"": 2}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 4, ""0"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Did anyone expect more from Channel Racism? They groomed Pauline Hanson and gave her a platform. Yes - there is a spectrum here - racists are arseholes - there is no eureka moment here folks. Indigenous folk and POC have known this for a long time.,34917,deepseek-v4-flash_modu_no_slur,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""0"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 3, ""0"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
couldnt find no love went too da bank trending topic jimbozoe droppin all dese jewels like a natzi,29334,deepseek-v4-flash_modu_no_slur,3,,,,,,,,,0,"{""sentiment"": {""3"": 4, ""4"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""1"": 1, ""0"": 4}}",LLM_majority,LLM
?? AIDS Means your desperate ass payed for a hooker and couldn't get his five fucking braincells to work and you forgot a condom,11451,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 3}, ""insult"": {""4"": 3}, ""humiliate"": {""4"": 2, ""0"": 1}, ""status"": {""4"": 3}, ""dehumanize"": {""1"": 2, ""0"": 1}, ""violence"": {""0"": 3}, ""genocide"": {""0"": 3}, ""attack_defend"": {""4"": 3}, ""hatespeech"": {""0"": 4, ""2"": 1}}",LLM_majority,LLM
Don't worry nazis hate you too. When we win and turn America into a empire we're gonna nail all you people to a cross.,801,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""0"": 3, ""4"": 2}, ""violence"": {""4"": 5}, ""genocide"": {""4"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""0"": 2, ""2"": 1, ""1"": 2}}",LLM_majority,LLM
I'm bi and came out to everyone the same way lmao.,4470,deepseek-v4-flash_modu_no_slur,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""1"": 5}, ""respect"": {""0"": 1, ""2"": 3, ""1"": 1}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Have fun giving birth to a baby that someone impregnated you by raping you,170,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,3.0,3.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 4}, ""insult"": {""4"": 4}, ""humiliate"": {""4"": 4}, ""status"": {""4"": 4}, ""dehumanize"": {""3"": 3, ""1"": 1}, ""violence"": {""4"": 1, ""3"": 3}, ""genocide"": {""0"": 4}, ""attack_defend"": {""4"": 4}, ""hatespeech"": {""2"": 3, ""0"": 1, ""1"": 1}}",LLM_majority,LLM
Snackson hinted to holly that he's gay,17743,deepseek-v4-flash_modu_no_slur,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""2"": 5}, ""respect"": {""2"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
THE ULTIMATE CUCKOLD QUEEN - I FILL MY SLAVE'S STOMACH FULL OF THICK CUM : GANGBANG AND MULTIPLE CUM LOADS EATING CUCKOLD HUMILIATION URL #CUCKOLDING #Clips4Sale URL,20179,deepseek-v4-flash_modu_no_slur,3,,,,,,,,,0,"{""sentiment"": {""4"": 2, ""1"": 1, ""2"": 2}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Did you seriously just condone the genocide of African Americans and their culture? You absolute fucking nutcase.,17772,deepseek-v4-flash_modu_no_slur,4,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""1"": 3, ""0"": 2}, ""insult"": {""4"": 4, ""1"": 1}, ""humiliate"": {""1"": 2, ""0"": 3}, ""status"": {""2"": 5}, ""dehumanize"": {""2"": 1, ""0"": 4}, ""violence"": {""1"": 1, ""0"": 4}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Kamala Harris, like so many politicians, tries to be ""one of the people"". She's not African-American. Her father was from Jamaica and was a professor at Princeton. Kamala talks about being a poor little girl getting on a bus. She went to high school in a private boarding school in Montreal. She's extremely privileged. I love HOW she speaks. She speaks like someone that comes from money and has a great education behind her. I just don't like WHAT she says. If Trump used her style to talk while keeping his same opinions he would be the love of the nation.",41879,deepseek-v4-flash_modu_no_slur,3,4.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""4"": 3, ""3"": 2}, ""insult"": {""3"": 5}, ""humiliate"": {""3"": 4, ""4"": 1}, ""status"": {""2"": 2, ""4"": 1, ""3"": 2}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""3"": 4, ""4"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Lol, the west bullying Pakistan? What else is new?",8871,deepseek-v4-flash_modu_no_slur,3,3.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""3"": 5}, ""insult"": {""0"": 3, ""1"": 2}, ""humiliate"": {""1"": 5}, ""status"": {""3"": 4, ""2"": 1}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"@SecPompeo @USEmbassyFSM The Most Powerful Opposition In Iran Is Restart Opposition, The Globalist Media Censored Restart Opposition, If You Support Regime Change In Iran Give To The Restart Opposition And Our Leader Seyed Mohammad Hosseini Media #RestartMIGA #MAGA #Media4RestartLeader #Israel #qanon",38134,deepseek-v4-flash_modu_no_slur,1,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1,"{""sentiment"": {""1"": 4, ""3"": 1}, ""respect"": {""3"": 4, ""2"": 1}, ""insult"": {""0"": 4, ""2"": 1}, ""humiliate"": {""0"": 4, ""1"": 1}, ""status"": {""2"": 4, ""1"": 1}, ""dehumanize"": {""0"": 5}, ""violence"": {""1"": 2, ""0"": 3}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 2, ""2"": 3}, ""hatespeech"": {""1"": 1, ""0"": 2, ""2"": 2}}",LLM_majority,LLM
"yikies macabroni, you need to take chill pill before you explode and speaking of explode, maybe your viewpoints on homosexuality are really a suppression of your own frustration with the people in your life who obviously haven't given you enough pampering, but hey listen sometime I just wanna wake up and fuck the shit out of toshinori's boy pussy and if that makes me a faggot, well you can dm me for my address cause I invite you to fuck my ass you fucking neanderthal",17209,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 4, ""0"": 1}, ""humiliate"": {""4"": 2, ""3"": 2, ""2"": 1}, ""status"": {""2"": 5}, ""dehumanize"": {""1"": 3, ""4"": 1, ""0"": 1}, ""violence"": {""0"": 4, ""1"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 4, ""4"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Fuck your ass on that dildo while I watch you, slave! Take all of the dildo up your ass. Don't tell me it hurts! I'll reach between your legs to finger your pussy until you cum, as you fuck your ass. Then I'll stroke my cock and shoot my cum on your face as you sit on that dildo. URL",26216,deepseek-v4-flash_modu_no_slur,4,,,,,,,,,0,"{""sentiment"": {""4"": 4, ""3"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Get back to fapping to your Deadpool figurines. Two tards with one stone.,8702,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 4, ""3"": 1}, ""violence"": {""1"": 2, ""0"": 3}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
Be my shitposting gf,9625,deepseek-v4-flash_modu_no_slur,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""1"": 5}, ""respect"": {""3"": 2, ""2"": 3}, ""insult"": {""1"": 2, ""0"": 3}, ""humiliate"": {""0"": 4, ""1"": 1}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Go ejaculate all over a rotten piece of shit and then eat it faggot,19340,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,2.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""0"": 2, ""4"": 2, ""1"": 1}, ""violence"": {""0"": 3, ""1"": 1, ""3"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
I wish people should have to be granted a license in order to procreate,4287,deepseek-v4-flash_modu_no_slur,3,,,,,,,,,0,"{""sentiment"": {""3"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Less porn and more whore houses. That should sort out their incel gunmen.,17442,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,3.0,1.0,0.0,0.0,4.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 1}, ""insult"": {""4"": 1}, ""humiliate"": {""4"": 1}, ""status"": {""3"": 1}, ""dehumanize"": {""1"": 1}, ""violence"": {""0"": 1}, ""genocide"": {""0"": 1}, ""attack_defend"": {""4"": 1}, ""hatespeech"": {""2"": 1, ""0"": 3, ""1"": 1}}",LLM_majority,LLM
@MarioAndretti You're the greatest Sir! Have a wonderful weekend.,22235,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""0"": 5}, ""respect"": {""0"": 1}, ""insult"": {""0"": 1}, ""humiliate"": {""0"": 1}, ""status"": {""2"": 1}, ""dehumanize"": {""0"": 1}, ""violence"": {""0"": 1}, ""genocide"": {""0"": 1}, ""attack_defend"": {""2"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
LOL I would be willing to bet you're a 12 year old punk kid with a maturity level to match. You can call people faggots behind a screen. Big tough guy you are. How go fly a kite little kid.,3534,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 4, ""2"": 1}, ""insult"": {""4"": 4, ""2"": 1}, ""humiliate"": {""0"": 1, ""4"": 2, ""3"": 1, ""1"": 1}, ""status"": {""2"": 3, ""3"": 2}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 1, ""1"": 4}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"The US is bombing 8 countries around the world, but it's the victim lmao",41251,deepseek-v4-flash_modu_no_slur,4,,,,,,,,,0,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
That's why he is our thala Dhoni,49563,deepseek-v4-flash_modu_no_slur,0,,,,,,,,,0,"{""sentiment"": {""0"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
@yummyleika bitch same especially one dumb bitch,32646,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 4, ""3"": 1}, ""respect"": {""4"": 3}, ""insult"": {""4"": 3}, ""humiliate"": {""4"": 3}, ""status"": {""4"": 3}, ""dehumanize"": {""4"": 2, ""1"": 1}, ""violence"": {""0"": 3}, ""genocide"": {""0"": 3}, ""attack_defend"": {""4"": 3}, ""hatespeech"": {""1"": 1, ""2"": 4}}",LLM_majority,LLM
ISIS commander: ▪️I killed and slaughtered about 900 people. ▪️I raped about 50 girls (15-16 year old). ▪️I raped over 200 women #YazidiGenocide  URL,38712,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""3"": 2, ""0"": 2, ""1"": 1}, ""violence"": {""4"": 1, ""0"": 4}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 3, ""2"": 1, ""1"": 1}, ""hatespeech"": {""0"": 4, ""1"": 1}}",LLM_majority,LLM
Your favorite rapist pastor is showing his cult boy fangs. His desperation smells like rotten fish. It would be amusing if it wasn't so dangerous. That man is a menace to society. He should be taken down like a rabid dog.,31852,deepseek-v4-flash_modu_no_slur,4,,,,,,,,,0,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Yeah prolly not. Still got cordae, coldest rapper with a lisp and Tierra whack.",33332,deepseek-v4-flash_modu_no_slur,3,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0,"{""sentiment"": {""1"": 1, ""3"": 3, ""2"": 1}, ""respect"": {""2"": 3, ""4"": 2}, ""insult"": {""0"": 3, ""4"": 2}, ""humiliate"": {""0"": 2, ""1"": 1, ""4"": 1, ""3"": 1}, ""status"": {""2"": 3, ""3"": 1, ""4"": 1}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 2, ""1"": 1, ""4"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"He's right they did try other tactics. They tried kidnapping and murdering teenagers, as well as suicide bombings. And big bad Israel still didn't give them what they wanted.",12141,deepseek-v4-flash_modu_no_slur,3,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""3"": 4, ""4"": 1}, ""respect"": {""4"": 3, ""0"": 1, ""3"": 1}, ""insult"": {""4"": 2, ""3"": 2, ""1"": 1}, ""humiliate"": {""4"": 1, ""3"": 1, ""0"": 2, ""2"": 1}, ""status"": {""4"": 1, ""2"": 1, ""1"": 3}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 2, ""1"": 3}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
